WinRatio,PointsPerGame,PointsAllowedPerGame,PointsRatio,OTPerGame,FGPerGame,FGRatio,FGAllowedPerGame,FG3PerGame,FG3Ratio,FG3AllowedPerGame,FTPerGame,FTRatio,FTAllowedPerGame,ORRatio,DRRatio,AstPerGame,TOPerGame,StlPerGame,BlkPerGame,PFPerGame,AstAllowedPerGame,TOAllowedPerGame,StlAllowedPerGame,BlkAllowedPerGame,PFAllowedPerGame,AstRatio,TORatio,StlRatio,BlkRatio,PFRatio,Seed,Result
-0.15172413793103445,-1.5931034482758548,7.614942528735639,-0.12007239819004523,0.13908045977011496,-0.3540229885057471,-0.018261810229221076,2.1264367816091934,0.5494252873563212,0.03943253598426011,0.08735632183908049,-1.434482758620689,0.14281521598766567,3.2747126436781606,-0.015697100661724472,-0.04709873297487999,-1.165517241379309,0.9735632183908063,0.6356321839080454,0.7666666666666666,0.8034482758620669,2.0954022988505745,-1.5057471264367823,0.8275862068965516,1.6413793103448273,-2.9436781609195393,-0.05667333255580437,0.042974932182193504,-0.0010420163015434913,-0.047783251231527046,0.04721067959981967,0.0,1.0
0.23768472906403948,17.42118226600985,7.112068965517238,0.13928454118848488,0.0024630541871921152,5.493842364532021,0.016968599033816423,3.598522167487687,1.7598522167487687,0.009776569521831813,-0.7475369458128078,4.673645320197043,0.0435802469135802,0.6625615763546797,0.02233744265791482,-0.050163302475898286,3.4359605911330036,0.7167487684729075,1.6022167487684724,1.248768472906404,1.8534482758620694,2.1884236453201957,3.8571428571428577,-1.139162561576355,-1.2623152709359609,4.140394088669954,0.01596331442477783,-0.052476599905105614,0.09527563867497857,0.1899211711711712,-0.02418873392666948,-15.0,1.0
-0.1724137931034483,1.448275862068968,3.3448275862068897,-0.03380090216516507,0.034482758620689655,0.9310344827586228,0.0402507836990596,1.5172413793103452,-3.0,-0.030989031681024293,-0.4482758620689653,2.586206896551726,0.016122384273937862,0.7586206896551726,0.026172216504542767,0.0016292081469453379,-1.068965517241379,0.2068965517241388,-2.1724137931034484,-0.8275862068965516,0.6551724137931068,0.7586206896551726,0.4482758620689662,-1.275862068965517,0.7586206896551722,2.9310344827586228,-0.030270435561659426,-0.0035981866702397003,-0.038914027149321295,-0.09607541973412426,-0.025631519106233625,3.0,1.0
-0.08568443051201668,0.10240334378264038,8.908045977011497,-0.1484141937509813,-0.030303030303030304,-2.0762800417972826,0.005763028254578362,2.466039707419018,-1.1421107628004181,-0.008284023668639062,0.0867293625914316,5.397074190177637,0.07286386338673245,3.889237199582027,0.021658312447786154,-0.02165134461723517,-1.197492163009402,4.877742946708466,-1.290491118077325,-0.45454545454545414,3.6927899686520362,-0.5705329153605021,-0.9916405433646815,2.114942528735633,-0.09299895506792044,2.295715778474399,-0.006512666784223797,0.09241526356884017,-0.11319609829094923,-0.016599413059427692,0.020437341742552295,5.0,1.0
0.12413793103448278,2.0827586206896456,1.7586206896551744,0.003015323776569545,0.07011494252873562,3.0114942528735646,0.00939885496183207,1.9459770114942536,-1.552873563218391,0.022444144549407685,1.370114942528736,-2.387356321839082,-0.08484593869775903,-3.5034482758620697,0.015998621365601984,0.009181097343656797,1.333333333333334,-0.02758620689655089,-1.214942528735632,-0.2735632183908048,-1.5632183908046002,3.467816091954024,0.29770114942528814,-1.5022988505747126,-0.31609195402298873,-0.22988505747126453,-0.03909390468686802,-0.005518724488398186,0.013896966172336933,0.00620001467459097,-0.018847117794486168,-1.0,1.0
-0.041935483870967794,7.581720430107524,7.722580645161294,-0.01687625404771831,0.0010752688172043015,5.501075268817207,0.005964100727334276,3.8989247311827953,-0.1268817204301076,0.0024118895966029896,1.4333333333333336,-3.2935483870967754,-0.07879586054407384,-1.5086021505376355,0.05722103872701728,-0.055590536565864324,2.213978494623655,2.0580645161290327,-1.0021505376344084,5.2172043010752684,-3.0193548387096776,2.8258064516129036,-1.1172043010752688,2.3161290322580648,1.9075268817204307,-2.1204301075268823,-0.01988901558342837,0.05485714285714283,-0.12640272349010212,0.12107314836046779,-0.011881214530079787,-7.0,1.0
0.2333333333333334,7.966666666666669,-2.2666666666666657,0.14595061857103153,0.03333333333333333,0.9666666666666686,-0.05312669006691334,-0.7666666666666657,3.133333333333333,-0.007125336914654501,-0.7000000000000002,2.8999999999999986,0.008476677716582781,-0.033333333333333215,0.016597985347985345,-0.007263200494153188,-1.666666666666666,-2.0999999999999996,3.166666666666667,0.9000000000000004,0.6999999999999993,-0.8999999999999986,5.6,-2.5999999999999996,1.0333333333333328,1.8999999999999986,-0.010780735070270553,-0.12836608666152055,0.19796673019555855,-0.023951997098725752,-0.012981168651343078,-11.0,1.0
0.13479262672811065,9.743087557603687,6.693548387096769,0.03542777149625809,0.0967741935483871,3.1716589861751174,0.06613397906858848,2.653225806451612,0.4827188940092162,0.03314367527565498,1.5230414746543772,2.9170506912442384,0.0313202747171647,-0.13594470046082918,0.0277441446165948,0.036882417495389785,3.4562211981566815,3.9412442396313363,1.6278801843317972,-0.7338709677419355,-0.31912442396313523,1.991935483870968,0.9423963133640552,2.7603686635944698,-0.9389400921658986,0.7741935483870961,0.022772718257516478,0.06220313337929978,-0.05908496732026147,0.04310344827586199,-0.013714350863560043,1.0,1.0
0.058064516129032295,2.3365591397849528,-5.019354838709681,0.12802167755870664,-0.03225806451612903,1.3903225806451616,0.025766948565377534,-3.956989247311828,-0.2763440860215054,0.002030624144399973,1.0870967741935482,-0.1677419354838694,0.06043357830187168,1.8075268817204293,-0.04542123637321743,0.023307664573710363,4.073118279569892,-1.9946236559139798,-0.06451612903225801,-0.4483870967741934,0.681720430107525,-0.9666666666666668,-0.908602150537634,-0.2677419354838708,-0.048387096774193505,-1.2193548387096769,0.08156380122956564,-0.020367332736852595,0.009101894441412628,-0.028439153439153375,0.0252768313458262,-9.0,1.0
0.03333333333333344,15.36666666666666,6.266666666666659,0.12789973070720628,-0.06666666666666667,6.533333333333335,0.02893194894608403,2.6000000000000014,0.7666666666666666,0.00720505909185154,0.8666666666666671,1.5333333333333332,-0.05254079933009914,0.1999999999999993,-0.01036041189931347,-0.010139640321773835,2.833333333333334,2.666666666666668,5.066666666666666,2.9000000000000004,0.5999999999999979,0.6666666666666679,4.933333333333334,1.833333333333333,2.3000000000000003,2.3999999999999986,0.03135006777975746,-0.03455705364507061,0.09393825056271876,0.039076842381327026,-0.022703935187056823,-13.0,1.0
